VENDEDOR	CLIENTE	ROTULO	Pedido de Venda	Status OP	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	TIPO	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	6a.COR	7a.COR	8a.COR	LITOGRAFIA	FECHAMENTO	Neck IN	Qtde.OP	Qtde.Faturada	Data Faturada	Nota Fiscal	Saldo.OP	OP.Faturada	Estado.Entrega	Cidade Entrega	OBS. da OP	Fechamento	Verniz CP	Verniz TP	Verniz FD	Verniz ARG	Total.Fat	Status Pela Tolerancia
CLAUDIO FRANCO DA ROCHA	MC DISTR. DE PROD. AUTOMOTIVOS LTDA	140.1540.05.0	31482013	Finalizada	¼GLA-CHAPADO BRANCO S/VZ 	47432013	140	¼  (A).	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	2880	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	2880	2952	25/02/2013	21898	-72	47432013	GO	GOIANA		AGRAFADO	NAT	NAT	NAT	NAT	2952	Finalizada
FABIO	ITALIANA COLORI LTDA.	360.1291.02.0	31132013	Finalizada	3,6A- ITACOR  SELADOR  ACRILICO	47442013	360	GALÃO-A.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	1500	394	4	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	AMARELO MEDIO	MAGENTA BERTONCINI						FA	NÃO	1500	1374	12/02/2013	21616	126	47442013	MG	OLIVEIRA		AGRAFADO	VI	VZ	VZ	VZ	1374	Finalizada
FABIO	AMAZON IND. E COM. DE PROD. QUIMICOS  LTDA	900.1203.01.0	31152013	Finalizada	900ML- AMAZON  THINNER  GENERICO	47452013	900	900ML-83,5.	LATA	24/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERDE ESC.AMAZONAS	VERMELHO LINOVA	AZUL DURAMAR	PRETO						Ø24	NÃO	7000	7012	08/02/2013	21559	-12	47452013	SP	PIRACICABA			NAT	VEX	VEX		7012	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.01.1	31582013	Finalizada	3,6S- EM102 FORMICA  ADESIVO  DE  CONTATO	47462013	361	GALÃO-S.	LATA	24/01/2013	22/01/2013	26/01/2013	27/01/2013	29/01/2013	5000	1312	4			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	PRETO	VERMELHO LINOVA							FA	NÃO	5000	4950	29/01/2013	21266	50	47462013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	4950	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.05.0	31582013	Finalizada	3,6S- EM020  BIQ COLA BERTONCINI 1133 	47472013	361	GALÃO-S.	LATA	24/01/2013	22/01/2013	26/01/2013	27/01/2013	29/01/2013	1656	435	4			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO PREPARADO	AZUL PREPARADO								FA	SIM	1656	1539	29/01/2013	21266	117	47472013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	1539	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	016.0430.02.0	31582013	Finalizada	1/16- EM119  BIQ COLA BERTONCINI FORMILINE 	47482013	16	1/16.	LATA	24/01/2013	22/01/2013	26/01/2013	27/01/2013	29/01/2013	4000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO								FA	NÃO	4000	4000	29/01/2013	21268	0	47482013	SP	SUZANO			NAT	VEX	VEX	VEX	4000	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.06.0	31582013	Finalizada	3,6S- EM078  PLACA  CENTRO  MASISA  COLA	47492013	361	GALÃO-S.	LATA	24/01/2013	22/01/2013	26/01/2013	27/01/2013	29/01/2013	552	145	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL ESCALA	LARANJA RILAPLAST							FA	SIM	552	552	29/01/2013	21268	0	47492013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	552	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.07.0	31592013	Finalizada	3,6S-  KILLING R-PRO  COLA DE CONTATO	47502013	361	GALÃO-S.	LATA	24/01/2013	04/02/2013	08/02/2013	09/02/2013	11/02/2013	3864	1014	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL R-PRO								FA	SIM	3864	3220	13/02/2013	21632	644	47502013	BA	SIMÕES FILHO	SAIDA DA STEEL ROL EM 31/01	SOLDA	NAT	VEX	VEX	VEX	3220	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.19.1	31602013	Finalizada	¼GLS- ME006C  CARPLAST  MASSA   ANTI-RUIDO  S/VZ	47512013	141	¼  (S).	LATA	24/01/2013	29/01/2013	02/02/2013	03/02/2013	05/02/2013	10000	750	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL REFLEX BLUE	PRETO							FA	SIM	10000				10000		SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	361.0138.08.0	31602013	Finalizada	3,6S- ME135  MAXI RUBBER  TI  TECNOLO.  INDUS. 	47522013	361	GALÃO-S.	LATA	24/01/2013	29/01/2013	02/02/2013	03/02/2013	05/02/2013	2000	525	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	AZUL EUROPA							FA	SIM	2000				2000		SP	DIADEMA			NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	140.0138.02.0	31602013	Finalizada	¼GLA- ME122  MASSA POLIR Nº2  970G  -  (DESATIVAR)	47532013	140	¼  (A).	LATA	24/01/2013	29/01/2013	02/02/2013	03/02/2013	05/02/2013	5000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								FA	SIM	5000				5000		SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	0	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.02.1	31522013	Finalizada	3,6S- SOLVENTEX  ZARCOTEX  MARROM	47542013	361	GALÃO-S.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	30000	7875	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MARROM SOLVENTEX	PRETO INTENSO							FA	SIM	30000				30000		SP	SÃO PAULO	O QUE DEVEMOS TER PARA ATENDERMOS O PEDIDO ESPECIAL DO FINAL DO MÊS	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.04.1	31522013	Finalizada	3,6S- SOLVENTEX  ZINCOTEX  (VERDE)	47552013	361	GALÃO-S.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	4000	1050	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE ZINCOTEX	PRETO INTENSO							FA	SIM	4000				4000		SP	SÃO PAULO	O QUE DEVEMOS TER PARA ATENDERMOS O PEDIDO ESPECIAL DO FINAL DO MÊS	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.06.0	31522013	Finalizada	3,6S- SOLVENTEX  PRIMERTEX  CINZA	47562013	361	GALÃO-S.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	30000	7875	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	CINZA PRIMERTEX	PRETO INTENSO							FA	SIM	30000				30000		SP	SÃO PAULO	O QUE DEVEMOS TER PARA ATENDERMOS O PEDIDO ESPECIAL DO FINAL DO MÊS		NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.10.1	31522013	Finalizada	3,6S- SOLVENTEX  GRAFITEX	47572013	361	GALÃO-S.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	5000	1312	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	CINZA GRAFITEX	PRETO INTENSO							FA	SIM	5000				5000		SP	SÃO PAULO	O QUE DEVEMOS TER PARA ATENDERMOS O PEDIDO ESPECIAL DO FINAL DO MÊS	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.11.0	31522013	Finalizada	3,6S- SOLVENTEX  GALVANITEX	47582013	361	GALÃO-S.	LATA	24/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	2000	525	4				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO INTENSO	BRANCO OPACO 2ªPASS	BRANCO OPACO	VERMELHO LINOVA						FA	SIM	2000				2000		SP	SÃO PAULO	O QUE DEVEMOS TER PARA ATENDERMOS O PEDIDO ESPECIAL DO FINAL DO MÊS	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
ROGERIO BARRETO MARTINS	COLORMAX TINTAS E VERNIZES LTDA	016.0512.01.0	30962013	Finalizada	1/16- COLORMAX  ZARCOMAX	47592013	16	1/16.	LATA	28/01/2013	27/07/2013	31/07/2013	01/08/2013	03/08/2013	5000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL TOZAN	AZUL EUROPA	VERMELHO LINOVA	PRETO	AMARELO EUROPA					FA	NÃO	5000				5000		MG	DIVINOPOLIS			NAT	VEX	VEX	VEX	0	Finalizada
ROGERIO BARRETO MARTINS	COLORMAX TINTAS E VERNIZES LTDA	016.0512.01.0	30962013	Finalizada	1/16- COLORMAX  ZARCOMAX	47602013	16	1/16.	LATA	28/01/2013	27/09/2013	01/10/2013	02/10/2013	04/10/2013	5000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL TOZAN	AZUL EUROPA	VERMELHO LINOVA	PRETO	AMARELO EUROPA					FA	NÃO	5000				5000		MG	DIVINOPOLIS			NAT	VEX	VEX	VEX	0	Finalizada
ROGERIO BARRETO MARTINS	COLORMAX TINTAS E VERNIZES LTDA	900.0512.02.0	30962013	Finalizada	900ML- COLORMAX  AGUARRAS	47612013	900	900ML-83,5.	LATA	28/01/2013	27/07/2013	31/07/2013	01/08/2013	03/08/2013	5000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	PRETO	VERMELHO LINOVA	LARANJA RILAPLAST	AZUL EUROPA	AMARELO EUROPA				Ø24	NÃO	5000				5000		MG	DIVINOPOLIS			NAT	NAT	NAT		0	Finalizada
ROGERIO BARRETO MARTINS	COLORMAX TINTAS E VERNIZES LTDA	141.0512.01.0	30962013	ABERTO	¼GLS- COLORMAX  ZARCOMAX	47622013	141	¼  (S).	LATA	28/01/2013	27/09/2013	01/10/2013	02/10/2013	04/10/2013	30000	2250	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA	AZUL TOZAN					FA	NÃO	30000				30000		MG	DIVINOPOLIS			NAT	VEX	VEX	VEX	0	ABERTO
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.14.1	31642013	Finalizada	¼GLS- MAZADUR  POLIESTER/POLIUR.	47632013	141	¼  (S).	LATA	28/01/2013	08/02/2013	12/02/2013	13/02/2013	15/02/2013	50000	3750	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	VERDE PREPARADO	PRETO RETICULADO	PRETO				FA	NÃO	50000	24894	21/02/2013	21845	25106	47632013	SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	49989	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.14.1	31642013	Finalizada	¼GLS- MAZADUR  POLIESTER/POLIUR.	47632013	141	¼  (S).	LATA	28/01/2013	08/02/2013	12/02/2013	13/02/2013	15/02/2013																						7200	26/02/2013	21946	17906		SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	49989	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.14.1	31642013	Finalizada	¼GLS- MAZADUR  POLIESTER/POLIUR.	47632013	141	¼  (S).	LATA	28/01/2013	08/02/2013	12/02/2013	13/02/2013	15/02/2013																						17895	26/02/2013	21917	11		SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	49989	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	900.1194.02.0	31502013	Finalizada	900ML- CARFORT  THINNER  COMUM  C-500	47642013	900	900ML-83,5.	LATA	28/01/2013	25/01/2013	29/01/2013	30/01/2013	01/02/2013	8000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	MARROM P-4975C	CREME PREPARADO	LARANJA RILAPLAST						Ø24	NÃO	8000	8176	19/02/2013	21780	-176	47642013	ES	CARIACICA			NAT	VEX	VEX		8176	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	900.1194.01.0	31512013	Finalizada	900ML- CARFORT THINNER  ACABAMENTO C-700	47652013	900	900ML-83,5.	LATA	28/01/2013	25/01/2013	29/01/2013	30/01/2013	01/02/2013	8000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	CREME PREPARADO	LARANJA RILAPLAST	MARROM P-4975C						Ø24	NÃO	8000	8043	19/02/2013	21780	-43	47652013	ES	CARIACICA		SOLDA	NAT	VEX	VEX		8043	Finalizada
CLAUDIO FRANCO DA ROCHA	DENVER IMPERMEABILIZANTES IND.E COM,LTDA	142.0103.04.0	31542013	Finalizada	¼GLS - NATURAL (1/4 + ALTO) LATA PRONTA 160MM	47662013	142	¼ ESPECIAL.	LATA	28/01/2013	15/02/2013	19/02/2013	20/02/2013	22/02/2013	2000	0	0				COM VERNIZ												Ø42	NÃO	2000	2152	28/02/2013	21981	-152	47662013	SP	SUZANO		SOLDA	NAT	VEX	VEX		2152	Finalizada
CLAUDIO FRANCO DA ROCHA	ROBERLO  DO BRASIL IND. E COM. DIST. PROD. QUIM.	450.1540.01.0	31562013	Finalizada	450ML-  NATURAL  Ø24	47672013	450	450ML-73,3.	LATA	28/01/2013	31/01/2013	04/02/2013	05/02/2013	07/02/2013	3000	0	0				SEM VZ INTERNO												Ø24	NÃO	3000	3000	08/02/2013	21560	0	47672013	PR	COLOMBO		SOLDA	NAT	NAT	NAT		3000	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.06.0	31572013	Finalizada	MP400- RETOQUE  COLA  PLASTICA  BRANCA  400G	47682013	995	MP.	LATA	28/01/2013	31/01/2013	04/02/2013	05/02/2013	07/02/2013	12000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	AMARELO BANDEIRA	AZUL DURAMAR							TP4	NÃO	12000	12000	04/03/2013	22024	0	47682013	SP	SÃO PAULO			NAT	NAT	NAT		12000	Finalizada
SANDRA	PYROZZAR IND. QUIMICA COM. LTDA	360.0378.01.1	31612013	Finalizada	3,6A- PYROFER  LARANJA	47692013	360	GALÃO-A.	LATA	28/01/2013	29/01/2013	02/02/2013	03/02/2013	05/02/2013	2500	656	4			BRANCO OPACO	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	VERMELHO LINOVA	AMARELO MEDIO	AZUL VINILPLAST						FA - C/Visor	NÃO	2500	2645	05/02/2013	21428	-145	47692013	SP	SALTO		AGRAFADO	NAT	VEX	VEX	VEX	2645	Finalizada
SANDRA	PYROZZAR IND. QUIMICA COM. LTDA	360.0378.07.0	31612013	Finalizada	3,6A- PYROFER  GRAFITE	47702013	360	GALÃO-A.	LATA	28/01/2013	29/01/2013	02/02/2013	03/02/2013	05/02/2013	2500	656	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	CINZA GRAFITEX	AMARELO MEDIO	AZUL VINILPLAST						FA - C/Visor	NÃO	2500	2553	05/02/2013	21428	-53	47702013	SP	SALTO		AGRAFADO	NAT	VEX	VEX	VEX	2553	Finalizada
SANDRA	QUALIFLEX  IND. E COM. DE TINTAS LTDA-ME	360.0187.04.1	31622013	Finalizada	3,6A- QUALIFLEX  CONSTRUTORA  ACRILICO	47712013	360	GALÃO-A.	LATA	28/01/2013	31/01/2013	04/02/2013	05/02/2013	07/02/2013	2500	656	4	EPOXI FENOLICO			COM VERNIZ	ACABAMENTO COMUM		AZUL DURAMAR	AZUL PREPARADO	BRANCO BRILTINTAS	AMARELO BANDEIRA	VERMELHO TRANSPARENTE					FA	NÃO	2500	2231	12/02/2013	21607	269	47712013	SP	GUARULHOS		AGRAFADO	VI	VZ	VZ	VZ	2231	Finalizada
ROGERIO BARRETO MARTINS	NATRIELLI QUIMICA LTDA	450.0167.05.0	31652013	Finalizada	450ML- NATRIELLI  CASA NOBRE  SOLVENTES	47722013	450	450ML-73,3.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	5000	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	AZUL DURAMAR							Ø24	NÃO	5000	5364	07/02/2013	215813	-364	47722013	SP	SANTANA DE PARNAIBA			NAT	VEX	VEX		5364	Finalizada
SANDRA	INDUSTRIA  QUIMICA  UNA LTDA	360.0188.05.0	31632013	Finalizada	3,6A- UNA  XADREZ	47732013	360	GALÃO-A.	LATA	28/01/2013	01/02/2013	05/02/2013	06/02/2013	08/02/2013	3000	788	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO LIMÃO	PRATA UNA	AZUL UNA	VERMELHO LINOVA						FA	NÃO	3000	1920	12/02/2013	21592	1080	47732013	SP	ITAQUAQUECETUBA		AGRAFADO	NAT	VEX	VEX	VEX	3000	Finalizada
SANDRA	INDUSTRIA  QUIMICA  UNA LTDA	360.0188.05.0	31632013	Finalizada	3,6A- UNA  XADREZ	47732013	360	GALÃO-A.	LATA	28/01/2013	01/02/2013	05/02/2013	06/02/2013	08/02/2013																						1080	25/02/2013	21889	0		SP	ITAQUAQUECETUBA		AGRAFADO	NAT	VEX	VEX	VEX	3000	Finalizada
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	361.1209.14.0	31662013	Finalizada	3,6S- LUZTOL  LINHA  INDUSTRIAL  S/VZ	47742013	361	GALÃO-S.	LATA	28/01/2013	23/01/2013	27/01/2013	28/01/2013	30/01/2013	2000	525	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								FA	SIM	2000				2000		GO	APARECIDA DE GOIANA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
ROGERIO BARRETO MARTINS	CORLUZ COM.E IND.DE TINTAS LTDA	360.0345.02.0	31672013	Finalizada	3,6A- COLIBRI  ACRILICO  PREMIUM	47752013	360	GALÃO-A.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	1104	290	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL EUROPA	MAGENTA EUROPA	AMARELO BANDEIRA	PRETO						FA	NÃO	1104	1104	16/02/2013	21716	0	47752013	DF	BRASILIA		AGRAFADO	VI	VZ	VZ	VZ	1104	Finalizada
ROGERIO BARRETO MARTINS	CORLUZ COM.E IND.DE TINTAS LTDA	360.0345.04.0	31672013	Finalizada	3,6A- DURALUX  ESMALTE  SINTETICO  BRILHANTE	47762013	360	GALÃO-A.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	6624	1739	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	VERMELHO TRANSPARENTE	AZUL PREPARADO							FA	NÃO	6624	5957	16/02/2013	21716	667	47762013	DF	BRASILIA		AGRAFADO	NAT	VEX	VEX	VEX	5957	Finalizada
ROGERIO BARRETO MARTINS	NATRIELLI QUIMICA LTDA	900.0167.11.0	31682013	Finalizada	900ML- NATRIELLI  CASANOVA  AGUARRAS	47772013	900	900ML-83,5.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA CASANOVA	AZUL CASANOVA								Ø24	NÃO	7000	7024	07/02/2013	21522	-24	47772013	SP	SANTANA DE PARNAIBA		SOLDA	NAT	NAT	NAT		7024	Finalizada
CLAUDIO FRANCO DA ROCHA	RADNAQ  PRODUTOS  AUTOMOTIVO LTDA	142.1457.01.0	24352012	Finalizada	MEIO ¼- RADNAQ MASSA PARA POLIR Nº 2  500G	47782013	142	¼ ESPECIAL.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	10000	0	0			ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	AMARELO MEDIO								FA	NÃO	10000	8590	12/02/2013	21612	1410	47782013	SP	GUARULHOS		SOLDA	VI	VZ	VZ	VZ	8590	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.07.0	31732013	Finalizada	3,6S-  KILLING R-PRO  COLA DE CONTATO	47792013	361	GALÃO-S.	LATA	28/01/2013	25/01/2013	29/01/2013	30/01/2013	01/02/2013	3220	845	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL R-PRO								FA	SIM	3220	3450	01/02/2013	21369	-230	47792013	BA	SIMÕES FILHO		SOLDA	NAT	VEX	VEX	VEX	3450	Finalizada
DALTON	SULAN IND.E COM.LTDA	016.0348.01.0	31742013	Finalizada	1/16- SULAN  ESMAL. SINTETICO  PREMIUM	47802013	16	1/16.	LATA	28/01/2013	25/01/2013	29/01/2013	30/01/2013	01/02/2013	1200	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AMARELO BANDEIRA	BRANCO BRILTINTAS	VERMELHO LINOVA	PRETO					FA	NÃO	1200	1200	16/02/2013	21717	0	47802013	SP	SANTO ANDRE			NAT	VEX	VEX	VEX	1200	Finalizada
DALTON	SULAN IND.E COM.LTDA	141.0348.01.0	31742013	Finalizada	¼GLS- SULAN ESMALTE SINTETICO PREMIUM	47812013	141	¼  (S).	LATA	28/01/2013	25/01/2013	29/01/2013	30/01/2013	01/02/2013	5000	375	14				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AZUL EUROPA	PRETO	AMARELO BANDEIRA	VERMELHO LINOVA					FA	NÃO	5000	5086	12/02/2013	21595	-86	47812013	SP	SANTO ANDRE			NAT	VEX	VEX	VEX	5086	Finalizada
ROGERIO BARRETO MARTINS	BUFALO IND. E COM. DE PRODS. QUÍMICO LTDA	900.1469.01.0	28322013	Finalizada	900ML- BUFALO  CRESOL DESINFETANTE 750ML	47822013	900	900ML-83,5.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	20000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL TOZAN	AMARELO PREPARADO	BRANCO OPACO 2ªPASS							Ø24	NÃO	20000	20340	26/02/2013	219444	-340	47822013	SP	EMBU			NAT	NAT	NAT		20340	Finalizada
CLAUDIO FRANCO DA ROCHA	FM IND. E COM.DE COLAS LTDA	995.1347.01.0	31762013	Finalizada	MP800- M S  MASSA  PLASTICA  800G	47832013	995	MP.	LATA	28/01/2013	06/02/2013	10/02/2013	11/02/2013	13/02/2013	12500	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											TP4	NÃO	12500				12500		SP	SÃO PAULO		SOLDA	NAT	VEX	VEX		0	Finalizada
CLAUDIO FRANCO DA ROCHA	FM IND. E COM.DE COLAS LTDA	995.1347.01.0	31762013	Finalizada	MP800- M S  MASSA  PLASTICA  800G	47842013	995	MP.	LATA	28/01/2013	04/03/2013	08/03/2013	09/03/2013	11/03/2013	12500	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											TP4	NÃO	12500	12500	28/02/2013	22000	0	47842013	SP	SÃO PAULO		SOLDA	NAT	VEX	VEX		12500	Finalizada
CLAUDIO FRANCO DA ROCHA	FM IND. E COM.DE COLAS LTDA	995.1347.01.0	31762013	Finalizada	MP800- M S  MASSA  PLASTICA  800G	47852013	995	MP.	LATA	28/01/2013	04/04/2013	08/04/2013	09/04/2013	11/04/2013	12500	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											TP4	NÃO	12500				12500		SP	SÃO PAULO		SOLDA	NAT	VEX	VEX		0	Finalizada
CLAUDIO FRANCO DA ROCHA	FM IND. E COM.DE COLAS LTDA	995.1347.01.0	31762013	Finalizada	MP800- M S  MASSA  PLASTICA  800G	47862013	995	MP.	LATA	28/01/2013	03/05/2013	07/05/2013	08/05/2013	10/05/2013	12500	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											TP4	NÃO	12500				12500		SP	SÃO PAULO		SOLDA	NAT	VEX	VEX		0	Finalizada
DALTON	CORIARTE TINTAS LTDA	361.0353.01.0	31752013	Finalizada	3,6S-KRAFT INDUSTRIAL AUTOMOTIVE MECH.	47872013	361	GALÃO-S.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	3300	866	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO MEDIO	PRETO	VERMELHO LINOVA							FA	SIM	3300	3386	02/02/2013	21378	-86	47872013	SC	CHAPECO			NAT	VEX	VEX	VEX	3386	Finalizada
DALTON	CORIARTE TINTAS LTDA	900.0353.01.0	31752013	Finalizada	900ML- KRAFT  COMPLEM. SOLVENTES	47882013	900	900ML-83,5.	LATA	28/01/2013	24/01/2013	28/01/2013	29/01/2013	31/01/2013	4000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO MEDIO	PRETO						Ø24	NÃO	4000	4000	05/02/2013	21441	0	47882013	SC	CHAPECO		SOLDA	NAT	VEX	VEX		4000	Finalizada
